id	hit_rfam_acc	fam_name	hit_clan_acc	olp	e_value
URS000000219E	RF00002	5_8S_rRNA	-	*	1.6e-46
URS00000021A0	RF01960	SSU_rRNA_eukarya	CL00111	*	2.7e-23
URS00000021A1	RF02543	LSU_rRNA_eukarya	CL00112	^	3.2e-116
URS00000021A2	RF00177	SSU_rRNA_bacteria	CL00111	^	3.8e-132
URS00000021A3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-59
URS00000021A4	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-125
URS00000021A5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021A6	RF00177	SSU_rRNA_bacteria	CL00111	^	3.6e-82
URS00000021A8	RF01959	SSU_rRNA_archaea	CL00111	^	4.9e-147
URS00000021A9	RF00177	SSU_rRNA_bacteria	CL00111	^	4.1e-102
URS00000021AA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-149
URS00000021AB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021AD	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-126
URS00000021AE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021AF	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-40
URS00000021B0	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000021B1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021B2	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-179
URS00000021B5	RF00177	SSU_rRNA_bacteria	CL00111	^	3.7e-102
URS00000021B6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021B7	RF00177	SSU_rRNA_bacteria	CL00111	^	4.5e-84
URS00000021B8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021B9	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-130
URS00000021BA	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-107
URS00000021BB	RF00177	SSU_rRNA_bacteria	CL00111	^	5.4e-136
URS00000021BC	RF00177	SSU_rRNA_bacteria	CL00111	^	5.8e-236
URS00000021BD	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS00000021BE	RF00002	5_8S_rRNA	-	*	1.9e-33
URS00000021BF	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-109
URS00000021C0	RF01960	SSU_rRNA_eukarya	CL00111	^	1.8e-126
URS00000021C1	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-88
URS00000021C3	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-75
URS00000021C5	RF01959	SSU_rRNA_archaea	CL00111	^	6.8e-259
URS00000021C6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021C7	RF02543	LSU_rRNA_eukarya	CL00112	*	5.8e-42
URS00000021C8	RF00001	5S_rRNA	-	*	3.5e-20
URS00000021CA	RF01959	SSU_rRNA_archaea	CL00111	^	1e-217
URS00000021CB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021CC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-114
URS00000021CD	RF01960	SSU_rRNA_eukarya	CL00111	*	1.7e-29
URS00000021CE	RF00177	SSU_rRNA_bacteria	CL00111	^	4.5e-121
URS00000021D0	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-121
URS00000021D1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021D2	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-108
URS00000021D3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021D4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021D5	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-227
URS00000021D7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021DA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-134
URS00000021DB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021DC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021DE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021DF	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-295
URS00000021E0	RF02541	LSU_rRNA_bacteria	CL00112	^	2.7e-47
URS00000021E1	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-215
URS00000021E2	RF00177	SSU_rRNA_bacteria	CL00111	^	8.4e-120
URS00000021E3	RF01960	SSU_rRNA_eukarya	CL00111	^	5.2e-213
URS00000021E4	RF00177	SSU_rRNA_bacteria	CL00111	^	9.1e-120
URS00000021E5	RF02543	LSU_rRNA_eukarya	CL00112	^	1.7e-265
URS00000021E6	RF00177	SSU_rRNA_bacteria	CL00111	^	9.5e-124
URS00000021E7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021E8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021E9	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-133
URS00000021EB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021EC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021ED	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021EF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021F0	RF00177	SSU_rRNA_bacteria	CL00111	^	9.3e-122
URS00000021F1	RF00177	SSU_rRNA_bacteria	CL00111	^	8.1e-139
URS00000021F2	RF02541	LSU_rRNA_bacteria	CL00112	^	1.3e-27
URS00000021F3	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-108
URS00000021F4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021F6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021F7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021F8	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000021F9	RF02543	LSU_rRNA_eukarya	CL00112	^	6.2e-236
URS00000021FA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021FB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000021FC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-79
URS00000021FD	RF00177	SSU_rRNA_bacteria	CL00111	^	3.7e-137
URS00000021FE	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-47
URS00000021FF	RF00177	SSU_rRNA_bacteria	CL00111	^	5.5e-96
URS0000002200	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-117
URS0000002202	RF02541	LSU_rRNA_bacteria	CL00112	^	9.5e-42
URS0000002204	RF00177	SSU_rRNA_bacteria	CL00111	^	9.4e-191
URS0000002205	RF01959	SSU_rRNA_archaea	CL00111	^	2.5e-118
URS0000002207	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-137
URS0000002208	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-152
URS000000220A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-227
URS000000220D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000220E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-121
URS000000220F	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-134
URS0000002210	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002212	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-112
URS0000002213	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-102
URS0000002214	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002215	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-59
URS0000002217	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-120
URS0000002218	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-101
URS000000221A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000221B	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-204
URS000000221C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000221D	RF02541	LSU_rRNA_bacteria	CL00112	^	5.5e-74
URS000000221E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000221F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002222	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-129
URS0000002223	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-119
URS0000002225	RF01960	SSU_rRNA_eukarya	CL00111	^	7.8e-256
URS0000002226	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS0000002228	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-206
URS0000002229	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000222A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-140
URS000000222B	RF00005	tRNA	CL00001	*	5.5e-10
URS000000222D	RF02541	LSU_rRNA_bacteria	CL00112	^	4.1e-114
URS000000222E	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-142
URS000000222F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-155
URS0000002230	RF00177	SSU_rRNA_bacteria	CL00111	^	7.5e-132
URS0000002231	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002233	RF01960	SSU_rRNA_eukarya	CL00111	*	2.2e-23
URS0000002234	RF01959	SSU_rRNA_archaea	CL00111	^	1.8e-61
URS0000002235	RF00002	5_8S_rRNA	-	*	3.1e-45
URS0000002236	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002238	RF02543	LSU_rRNA_eukarya	CL00112	^	1.6e-35
URS0000002239	RF02541	LSU_rRNA_bacteria	CL00112	^	3.6e-70
URS000000223A	RF01959	SSU_rRNA_archaea	CL00111	^	1.2e-66
URS000000223C	RF00005	tRNA	CL00001	*	9.9e-10
URS000000223D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-222
URS000000223F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002240	RF00005	tRNA	CL00001	*	3e-10
URS0000002241	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-73
URS0000002242	RF00177	SSU_rRNA_bacteria	CL00111	^	4.5e-56
URS0000002243	RF02543	LSU_rRNA_eukarya	CL00112	^	1.5e-300
URS0000002244	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002245	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002247	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-124
URS0000002248	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002249	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000224A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000224B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-61
URS000000224D	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000224F	RF01960	SSU_rRNA_eukarya	CL00111	^	2e-164
URS0000002251	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-51
URS0000002252	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-169
URS0000002254	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002255	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-219
URS0000002257	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002258	RF02543	LSU_rRNA_eukarya	CL00112	^	4.7e-71
URS000000225A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-161
URS000000225B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000225C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-161
URS000000225D	RF00005	tRNA	CL00001	*	4.8e-15
URS000000225F	RF02543	LSU_rRNA_eukarya	CL00112	^	8.4e-153
URS0000002260	RF00177	SSU_rRNA_bacteria	CL00111	*	3e-19
URS0000002261	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002263	RF01959	SSU_rRNA_archaea	CL00111	^	2.5e-60
URS0000002264	RF00177	SSU_rRNA_bacteria	CL00111	^	8.2e-126
URS0000002265	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-40
URS0000002266	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002267	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002269	RF00177	SSU_rRNA_bacteria	CL00111	*	5e-18
URS000000226A	RF01959	SSU_rRNA_archaea	CL00111	^	5.9e-155
URS000000226B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000226D	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-109
URS000000226E	RF00473	snosnR54	CL00065	*	5e-10
URS0000002270	RF00177	SSU_rRNA_bacteria	CL00111	^	5.8e-198
URS0000002271	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002272	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002273	RF00005	tRNA	CL00001	*	6.9e-14
URS0000002274	RF00177	SSU_rRNA_bacteria	CL00111	*	1.8e-37
URS0000002275	RF00177	SSU_rRNA_bacteria	CL00111	^	5.4e-205
URS0000002276	RF00177	SSU_rRNA_bacteria	CL00111	^	9.9e-191
URS0000002277	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-191
URS0000002279	RF01960	SSU_rRNA_eukarya	CL00111	^	2e-129
URS000000227B	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000227D	RF00005	tRNA	CL00001	*	2e-12
URS000000227E	RF00005	tRNA	CL00001	*	2.5e-08
URS000000227F	RF00002	5_8S_rRNA	-	*	7.3e-39
URS0000002282	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS0000002283	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002284	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-298
URS0000002285	RF00177	SSU_rRNA_bacteria	CL00111	^	9.7e-285
URS0000002287	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-274
URS0000002288	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002289	RF00177	SSU_rRNA_bacteria	CL00111	*	2.7e-45
URS000000228B	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000228E	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-158
URS000000228E	RF02541	LSU_rRNA_bacteria	CL00112	*	2.9e-22
URS000000228F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002290	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002291	RF02543	LSU_rRNA_eukarya	CL00112	^	1.3e-94
URS0000002293	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002294	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-42
URS0000002295	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-54
URS0000002296	RF00177	SSU_rRNA_bacteria	CL00111	^	4.2e-276
URS0000002297	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002298	RF01959	SSU_rRNA_archaea	CL00111	^	2e-150
URS0000002299	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-247
URS000000229A	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000229B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-130
URS000000229C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-63
URS000000229D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-172
URS000000229E	RF02541	LSU_rRNA_bacteria	CL00112	^	3.2e-69
URS000000229F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-126
URS00000022A0	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-70
URS00000022A2	RF01959	SSU_rRNA_archaea	CL00111	^	7.7e-109
URS00000022A4	RF02541	LSU_rRNA_bacteria	CL00112	^	5.3e-21
URS00000022A6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-111
URS00000022A7	RF02543	LSU_rRNA_eukarya	CL00112	^	1.3e-205
URS00000022A8	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-259
URS00000022AA	RF00177	SSU_rRNA_bacteria	CL00111	^	3.2e-65
URS00000022AC	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS00000022AD	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-64
URS00000022AE	RF01960	SSU_rRNA_eukarya	CL00111	^	1.8e-245
URS00000022AF	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-275
URS00000022B0	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022B1	RF02541	LSU_rRNA_bacteria	CL00112	^	2e-53
URS00000022B2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022B3	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000022B4	RF01959	SSU_rRNA_archaea	CL00111	^	5e-99
URS00000022B5	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-120
URS00000022B6	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-137
URS00000022B7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022B8	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-121
URS00000022B9	RF00177	SSU_rRNA_bacteria	CL00111	^	7.8e-133
URS00000022BA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022BB	RF00177	SSU_rRNA_bacteria	CL00111	^	9.3e-114
URS00000022BC	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-231
URS00000022BD	RF00177	SSU_rRNA_bacteria	CL00111	^	5.4e-199
URS00000022BE	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-82
URS00000022C0	RF00005	tRNA	CL00001	*	2.2e-14
URS00000022C1	RF00005	tRNA	CL00001	*	2.2e-14
URS00000022C2	RF01959	SSU_rRNA_archaea	CL00111	^	6.4e-249
URS00000022C3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-151
URS00000022C4	RF01959	SSU_rRNA_archaea	CL00111	^	1.1e-147
URS00000022C5	RF00177	SSU_rRNA_bacteria	CL00111	*	4.4e-31
URS00000022C6	RF02543	LSU_rRNA_eukarya	CL00112	^	3.3e-162
URS00000022C7	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-125
URS00000022C8	RF00177	SSU_rRNA_bacteria	CL00111	^	5.9e-124
URS00000022C9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022CA	RF02543	LSU_rRNA_eukarya	CL00112	^	6e-80
URS00000022CC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-258
URS00000022CF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022D0	RF00177	SSU_rRNA_bacteria	CL00111	^	9.4e-142
URS00000022D1	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-281
URS00000022D2	RF00005	tRNA	CL00001	*	1.2e-11
URS00000022D4	RF00177	SSU_rRNA_bacteria	CL00111	^	8e-279
URS00000022D5	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-238
URS00000022D6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-69
URS00000022D7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022D9	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000022DA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-133
URS00000022DB	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-225
URS00000022DC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-214
URS00000022DD	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-212
URS00000022DE	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-64
URS00000022DF	RF00177	SSU_rRNA_bacteria	CL00111	^	5e-262
URS00000022E1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022E2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022E3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022E4	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-124
URS00000022E5	RF02541	LSU_rRNA_bacteria	CL00112	^	1.2e-31
URS00000022E6	RF00177	SSU_rRNA_bacteria	CL00111	^	8.9e-137
URS00000022E7	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-165
URS00000022E9	RF00177	SSU_rRNA_bacteria	CL00111	*	4.1e-44
URS00000022EA	RF01960	SSU_rRNA_eukarya	CL00111	^	3.2e-101
URS00000022EB	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-51
URS00000022EC	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-226
URS00000022ED	RF02543	LSU_rRNA_eukarya	CL00112	^	1.2e-86
URS00000022EE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022EF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022F0	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-85
URS00000022F1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022F2	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-147
URS00000022F3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022F4	RF00002	5_8S_rRNA	-	*	6.9e-39
URS00000022F5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022F7	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-211
URS00000022F8	RF00177	SSU_rRNA_bacteria	CL00111	^	6.3e-249
URS00000022F9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022FA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000022FB	RF02540	LSU_rRNA_archaea	CL00112	*	1.7e-18
URS00000022FD	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-121
URS00000022FE	RF00177	SSU_rRNA_bacteria	CL00111	^	4.1e-63
URS00000022FF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002300	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-157
URS0000002301	RF00005	tRNA	CL00001	*	5.8e-13
URS0000002302	RF00177	SSU_rRNA_bacteria	CL00111	*	4e-35
URS0000002304	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-134
URS0000002306	RF01959	SSU_rRNA_archaea	CL00111	^	3.1e-104
URS0000002308	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-169
URS0000002309	RF00177	SSU_rRNA_bacteria	CL00111	^	7.7e-127
URS000000230B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000230C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-143
URS000000230E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-129
URS000000230F	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-65
URS0000002312	RF00177	SSU_rRNA_bacteria	CL00111	^	7.9e-112
URS0000002315	RF00177	SSU_rRNA_bacteria	CL00111	^	9.2e-168
URS0000002316	RF00177	SSU_rRNA_bacteria	CL00111	^	3.6e-256
URS0000002317	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-172
URS0000002319	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-266
URS000000231A	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-82
URS000000231B	RF02543	LSU_rRNA_eukarya	CL00112	^	2.3e-85
URS000000231C	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-154
URS000000231D	RF01960	SSU_rRNA_eukarya	CL00111	*	3.5e-26
URS000000231F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-281
URS0000002320	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-197
URS0000002321	RF00177	SSU_rRNA_bacteria	CL00111	*	6e-16
URS0000002322	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002324	RF00177	SSU_rRNA_bacteria	CL00111	^	9.7e-39
URS0000002326	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-134
URS0000002327	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002328	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000232A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000232C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-125
URS000000232D	RF00177	SSU_rRNA_bacteria	CL00111	^	4.8e-121
URS000000232E	RF02543	LSU_rRNA_eukarya	CL00112	^	2.7e-66
URS000000232F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-91
URS0000002330	RF00177	SSU_rRNA_bacteria	CL00111	^	6.9e-182
URS0000002331	RF00005	tRNA	CL00001	*	1.2e-11
URS0000002332	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-275
URS0000002333	RF00177	SSU_rRNA_bacteria	CL00111	^	7.4e-92
URS0000002334	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002335	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002336	RF01959	SSU_rRNA_archaea	CL00111	^	7.8e-259
URS0000002337	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-257
URS0000002338	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-164
URS0000002339	RF00177	SSU_rRNA_bacteria	CL00111	^	6.2e-211
URS000000233A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000233B	RF01960	SSU_rRNA_eukarya	CL00111	^	3.7e-286
URS000000233C	RF01960	SSU_rRNA_eukarya	CL00111	*	2.5e-14
URS000000233D	RF00177	SSU_rRNA_bacteria	CL00111	^	6.6e-59
URS000000233E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000233F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-287
URS0000002340	RF01960	SSU_rRNA_eukarya	CL00111	*	3.2e-27
URS0000002341	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-269
URS0000002342	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-36
URS0000002343	RF00177	SSU_rRNA_bacteria	CL00111	*	4e-46
URS0000002345	RF01959	SSU_rRNA_archaea	CL00111	^	9.7e-65
URS0000002346	RF01959	SSU_rRNA_archaea	CL00111	^	8e-180
URS0000002347	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-53
URS0000002348	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-65
URS0000002349	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-54
URS000000234A	RF00005	tRNA	CL00001	*	5.1e-17
URS000000234B	RF00177	SSU_rRNA_bacteria	CL00111	^	9.4e-78
URS000000234E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-58
URS0000002350	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000002351	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-112
URS0000002352	RF00177	SSU_rRNA_bacteria	CL00111	^	8.8e-166
URS0000002352	RF02541	LSU_rRNA_bacteria	CL00112	^	8.8e-29
URS0000002353	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-129
URS0000002354	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-137
URS0000002355	RF00177	SSU_rRNA_bacteria	CL00111	^	4.9e-53
URS0000002356	RF01959	SSU_rRNA_archaea	CL00111	^	9.7e-291
URS0000002358	RF02543	LSU_rRNA_eukarya	CL00112	^	4.6e-109
URS0000002359	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-131
URS000000235A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-125
URS000000235B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-125
URS000000235D	RF00177	SSU_rRNA_bacteria	CL00111	^	9.5e-92
